bidder_group,round,ai_reserve_price,human_reserve_price,num_bidder,bid_prices,mode,context_num
S.6,33,5,4,10,"[100, 55, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.6,34,5,9,10,"[83, 68, 55, 17, 10, 8, 1, 1, 0, 0]",regionshuffle,30
S.6,35,1,1,1,[9],regionshuffle,30
S.6,36,1,2,1,[3],regionshuffle,30
S.6,37,5,9,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.6,38,1,2,1,[46],regionshuffle,30
S.6,39,3,4,4,"[9, 9, 1, 0]",regionshuffle,30
S.6,40,5,11,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.6,41,1,2,1,[19],regionshuffle,30
S.6,42,1,3,1,[1],regionshuffle,30
S.6,43,5,7,10,"[64, 59, 37, 31, 31, 24, 15, 12, 1, 0]",regionshuffle,30
S.6,44,1,2,1,[80],regionshuffle,30
S.6,45,1,3,1,[91],regionshuffle,30
S.6,46,6,6,7,"[100, 83, 49, 7, 4, 2, 0]",regionshuffle,30
S.6,47,2,4,4,"[9, 9, 1, 0]",regionshuffle,30
S.6,48,5,10,10,"[94, 94, 80, 41, 31, 23, 15, 13, 4, 0]",regionshuffle,30
S.6,49,1,3,1,[13],regionshuffle,30
S.6,50,1,4,1,[13],regionshuffle,30
S.6,51,5,12,10,"[100, 73, 49, 42, 22, 11, 7, 4, 4, 2]",regionshuffle,30
S.6,52,1,3,1,[94],regionshuffle,30
S.6,53,5,5,10,"[80, 24, 23, 16, 7, 5, 5, 1, 0, 0]",regionshuffle,30
S.6,54,1,4,1,[27],regionshuffle,30
S.6,55,4,6,7,"[42, 18, 6, 4, 2, 0, 0]",regionshuffle,30
S.6,56,1,3,4,"[13, 1, 0, 0]",regionshuffle,30
S.6,57,5,8,10,"[91, 73, 59, 22, 8, 7, 1, 0, 0, 0]",regionshuffle,30
S.6,58,1,5,4,"[64, 30, 6, 2]",regionshuffle,30
S.6,59,4,6,7,"[80, 36, 36, 14, 2, 2, 0]",regionshuffle,30
S.6,60,5,9,10,"[91, 83, 73, 66, 61, 47, 7, 3, 1, 0]",regionshuffle,30
S.7,31,11,12,10,"[86, 57, 51, 44, 37, 23, 16, 9, 3, 1]",regionshuffle,30
S.7,32,45,33,4,"[80, 42, 12, 4]",regionshuffle,30
S.7,33,66,55,4,"[27, 9, 1, 0]",regionshuffle,30
S.7,34,53,4,4,"[61, 42, 3, 0]",regionshuffle,30
S.7,35,14,44,1,[9],regionshuffle,30
S.7,36,98,87,7,"[49, 44, 21, 19, 7, 4, 0]",regionshuffle,30
S.7,37,22,55,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.7,38,50,35,1,[11],regionshuffle,30
S.7,39,44,25,4,"[37, 31, 24, 0]",regionshuffle,30
S.7,40,20,15,10,"[100, 68, 49, 46, 7, 6, 6, 3, 0, 0]",regionshuffle,30
S.7,41,12,25,1,[59],regionshuffle,30
S.7,42,45,22,4,"[83, 25, 5, 1]",regionshuffle,30
S.7,43,33,22,7,"[78, 46, 10, 5, 0, 0, 0]",regionshuffle,30
S.7,44,2,1,10,"[86, 83, 66, 57, 41, 30, 1, 0, 0, 0]",regionshuffle,30
S.7,45,77,22,4,"[78, 10, 0, 0]",regionshuffle,30
S.7,46,26,53,7,"[86, 55, 42, 30, 6, 1, 1]",regionshuffle,30
S.7,47,53,33,4,"[34, 13, 7, 0]",regionshuffle,30
S.7,48,66,11,4,"[70, 23, 12, 10]",regionshuffle,30
S.7,49,11,1,7,"[75, 29, 27, 16, 13, 0, 0]",regionshuffle,30
S.7,50,34,1,1,[6],regionshuffle,30
S.7,51,43,42,7,"[88, 86, 55, 22, 2, 2, 1]",regionshuffle,30
S.7,52,30,14,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.7,53,56,43,7,"[66, 53, 20, 4, 0, 0, 0]",regionshuffle,30
S.7,54,9,33,4,"[34, 13, 7, 0]",regionshuffle,30
S.7,55,10,22,10,"[83, 64, 55, 51, 37, 16, 3, 1, 0, 0]",regionshuffle,30
S.7,56,50,14,1,[1],regionshuffle,30
S.7,57,14,34,1,[0],regionshuffle,30
S.7,58,50,24,1,[91],regionshuffle,30
S.7,59,43,11,7,"[49, 44, 21, 19, 7, 4, 0]",regionshuffle,30
S.7,60,45,5,4,"[64, 9, 7, 2]",regionshuffle,30
S.8,31,50,1,7,"[31, 21, 6, 4, 1, 0, 0]",regionshuffle,30
S.8,32,1,1,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.8,33,10,1,1,[2],regionshuffle,30
S.8,34,1,1,10,"[41, 41, 14, 14, 8, 2, 1, 0, 0, 0]",regionshuffle,30
S.8,35,1,1,10,"[51, 39, 33, 29, 11, 7, 3, 1, 0, 0]",regionshuffle,30
S.8,36,1,1,10,"[80, 42, 37, 24, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.8,37,50,1,7,"[94, 94, 80, 31, 15, 4, 0]",regionshuffle,30
S.8,38,20,1,1,[5],regionshuffle,30
S.8,39,1,1,10,"[88, 64, 61, 33, 26, 10, 8, 2, 0, 0]",regionshuffle,30
S.8,40,30,1,4,"[57, 37, 9, 1]",regionshuffle,30
S.8,41,50,1,7,"[88, 57, 39, 23, 2, 0, 0]",regionshuffle,30
S.8,42,50,1,7,"[78, 12, 5, 2, 1, 0, 0]",regionshuffle,30
S.8,43,1,1,10,"[94, 91, 91, 61, 59, 15, 14, 5, 3, 0]",regionshuffle,30
S.8,44,20,1,4,"[23, 21, 6, 2]",regionshuffle,30
S.8,45,1,1,10,"[78, 70, 61, 59, 57, 39, 23, 13, 5, 1]",regionshuffle,30
S.8,46,1,1,10,"[97, 75, 73, 70, 57, 34, 26, 10, 6, 0]",regionshuffle,30
S.8,47,1,1,10,"[94, 64, 12, 10, 9, 5, 2, 0, 0, 0]",regionshuffle,30
S.8,48,20,1,4,"[49, 5, 5, 0]",regionshuffle,30
S.8,49,20,1,4,"[2, 1, 0, 0]",regionshuffle,30
S.8,50,50,1,7,"[80, 22, 9, 8, 7, 0, 0]",regionshuffle,30
S.8,51,50,1,7,"[66, 59, 59, 47, 25, 3, 0]",regionshuffle,30
S.8,52,14,1,1,[0],regionshuffle,30
S.8,53,1,1,10,"[80, 70, 55, 24, 9, 5, 2, 1, 1, 0]",regionshuffle,30
S.8,54,14,1,1,[13],regionshuffle,30
S.8,55,14,1,1,[0],regionshuffle,30
S.8,56,30,1,4,"[42, 22, 11, 7]",regionshuffle,30
S.8,57,50,1,7,"[59, 46, 31, 27, 8, 2, 0]",regionshuffle,30
S.8,58,30,1,4,"[100, 68, 18, 14]",regionshuffle,30
S.8,59,50,1,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.8,60,20,1,1,[46],regionshuffle,30
S.9,31,55,60,10,"[86, 22, 21, 20, 15, 13, 12, 2, 1, 0]",regionshuffle,30
S.9,32,50,55,7,"[68, 55, 23, 20, 19, 0, 0]",regionshuffle,30
S.9,33,10,10,1,[1],regionshuffle,30
S.9,34,50,40,7,"[47, 36, 6, 3, 2, 0, 0]",regionshuffle,30
S.9,35,60,55,10,"[30, 12, 11, 2, 2, 2, 2, 0, 0, 0]",regionshuffle,30
S.9,36,15,10,1,[34],regionshuffle,30
S.9,37,50,55,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.9,38,50,40,7,"[46, 26, 13, 6, 0, 0, 0]",regionshuffle,30
S.9,39,15,10,1,[1],regionshuffle,30
S.9,40,15,5,1,[2],regionshuffle,30
S.9,41,15,5,1,[59],regionshuffle,30
S.9,42,55,60,10,"[97, 24, 13, 9, 4, 4, 4, 3, 3, 1]",regionshuffle,30
S.9,43,15,10,1,[91],regionshuffle,30
S.9,44,15,10,1,[46],regionshuffle,30
S.9,45,60,55,10,"[94, 64, 12, 10, 9, 5, 2, 0, 0, 0]",regionshuffle,30
S.9,46,15,10,1,[5],regionshuffle,30
S.9,47,50,35,7,"[86, 46, 41, 19, 12, 3, 3]",regionshuffle,30
S.9,48,40,35,4,"[18, 17, 0, 0]",regionshuffle,30
S.9,49,55,55,10,"[73, 70, 59, 39, 7, 1, 0, 0, 0, 0]",regionshuffle,30
S.9,50,15,10,1,[80],regionshuffle,30
S.9,51,55,55,10,"[94, 64, 12, 10, 9, 5, 2, 0, 0, 0]",regionshuffle,30
S.9,52,15,10,1,[8],regionshuffle,30
S.9,53,15,20,1,[1],regionshuffle,30
S.9,54,15,10,1,[9],regionshuffle,30
S.9,55,35,39,4,"[46, 20, 0, 0]",regionshuffle,30
S.9,56,15,5,1,[5],regionshuffle,30
S.9,57,20,10,1,[18],regionshuffle,30
S.9,58,50,55,7,"[47, 33, 9, 5, 1, 1, 1]",regionshuffle,30
S.9,59,40,39,4,"[47, 36, 5, 0]",regionshuffle,30
S.9,60,50,60,7,"[47, 36, 6, 3, 2, 0, 0]",regionshuffle,30
